latitude,longitude,month,year,INCENDIE_count,ALARMES_INCENDIES_count,total_crimes,vols_count,Mefait_count,Vol_de_vehicule_count,Introduction_count,Vol_moteur_count,Infractions_entrainant_count,caserne_count,sum_etage_hors_sol,sum_nombre_logement,min_annee_construction,max_annee_construction,avg_annee_construction,sum_superficie_terrain,sum_superficie_batiment,area,population,dwellings,households,averagehouseholdsize,averageage,averagesizeofcensusfamilies,workers
45.49,-73.7,2,2018,0,1,5,0,0,3,0,2,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,8,2019,0,1,2,0,0,1,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,2,2020,0,0,1,0,0,1,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,5,2017,0,0,3,0,1,2,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,4,2018,0,1,1,0,0,0,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,8,2017,0,0,1,0,0,1,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,7,2020,0,4,1,0,1,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,7,2015,0,0,4,0,0,1,0,3,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,1,2018,0,2,10,0,1,6,0,3,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,12,2019,0,3,2,0,0,2,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,11,2016,0,2,1,0,0,1,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,5,2019,0,1,2,0,1,0,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,6,2018,1,0,0,0,0,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,8,2016,0,1,3,0,0,3,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,10,2019,0,0,1,0,0,0,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,7,2017,0,1,4,0,1,2,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,5,2016,0,1,4,0,0,3,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,7,2019,0,3,0,0,0,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,3,2017,0,0,4,0,0,4,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,11,2015,0,0,6,0,0,4,0,2,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,2,2016,0,4,3,0,0,2,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,8,2018,1,0,1,0,0,1,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,10,2017,0,1,4,0,1,3,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,11,2017,0,0,3,0,0,1,0,2,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,2,2015,0,2,3,0,1,2,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,11,2018,0,2,1,0,0,1,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,12,2017,0,0,3,0,0,1,0,2,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,10,2015,0,1,1,0,0,0,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,3,2015,0,2,5,0,0,3,1,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,9,2016,0,1,3,0,3,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,6,2016,0,1,4,0,1,2,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,5,2015,0,3,2,0,1,0,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,8,2015,0,1,3,0,0,3,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,5,2018,0,0,1,0,1,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,12,2018,0,2,3,0,1,1,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,3,2019,0,1,4,0,0,4,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,3,2018,0,4,2,0,0,2,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,1,2019,0,1,2,0,0,0,0,2,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,7,2018,0,0,1,0,0,0,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,2,2017,0,1,4,0,1,3,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,7,2016,0,2,0,0,0,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,9,2017,0,1,1,0,0,0,1,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,1,2015,0,1,3,0,0,3,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,6,2015,0,4,3,0,1,1,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,12,2016,0,0,4,0,2,1,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,10,2020,0,0,2,0,0,0,0,2,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,3,2016,0,1,4,0,0,2,0,2,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,1,2016,0,0,4,0,0,3,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,1,2017,0,1,0,0,0,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,8,2020,0,0,1,0,0,1,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,4,2019,0,3,8,0,0,7,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,9,2015,0,1,2,0,0,0,1,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,6,2019,0,3,1,0,0,1,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,2,2019,0,0,2,0,0,2,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,1,2020,0,1,2,0,0,2,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,9,2019,0,1,1,0,1,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,4,2017,0,0,3,0,0,3,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,3,2020,0,0,3,0,0,3,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,5,2020,0,1,0,0,0,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,12,2015,0,1,2,0,1,1,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,6,2017,0,0,3,0,0,2,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,10,2016,0,1,3,0,1,1,0,1,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.7,4,2015,0,1,1,0,1,0,0,0,0,0,23,169,1967,2006,1980.4374999999995,297725,105184,15.99784,535,242,228,2.3,39.1,2.9,235
45.49,-73.61,6,2019,0,8,2,0,0,1,1,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,10,2019,1,1,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,6,2015,0,3,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,2,2019,1,1,1,0,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,10,2015,0,3,2,0,0,0,1,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,7,2017,0,7,1,0,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,4,2020,3,2,1,0,0,1,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,8,2018,0,2,1,0,0,1,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,3,2015,0,1,2,1,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,8,2020,0,4,1,0,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,4,2015,0,5,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,4,2017,0,1,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,6,2020,2,5,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,5,2018,0,3,5,0,0,1,4,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,9,2016,0,2,1,0,1,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,12,2016,0,6,2,0,0,0,1,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,7,2020,0,7,3,0,0,0,2,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,1,2019,0,7,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,12,2019,0,3,1,0,0,0,1,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,10,2020,0,1,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,2,2016,0,1,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,12,2018,0,3,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,10,2018,1,5,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,5,2019,1,4,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,4,2016,0,7,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,10,2017,0,3,2,0,1,0,1,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,5,2017,0,4,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,11,2019,0,4,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,7,2015,0,6,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,5,2020,0,2,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,3,2020,0,6,1,0,0,0,1,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,3,2019,1,5,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,2,2017,0,1,2,0,0,1,1,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,1,2016,0,3,2,0,1,1,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,2,2018,1,1,2,0,1,0,1,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,6,2016,0,2,5,0,0,0,2,3,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,9,2019,0,4,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,1,2020,0,2,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,10,2016,0,3,2,0,0,0,2,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,1,2017,0,2,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,3,2016,0,3,2,0,0,0,1,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,6,2017,0,6,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,2,2020,1,5,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,7,2018,1,5,4,0,3,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,8,2019,2,4,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,11,2015,1,2,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,8,2015,0,5,1,0,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,6,2018,0,1,1,0,0,0,1,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,8,2017,0,3,1,0,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,11,2018,0,2,2,0,0,0,1,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,7,2016,0,3,2,0,0,0,0,2,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,1,2018,1,7,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,9,2017,0,6,4,0,0,0,1,3,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,9,2018,0,1,1,0,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,4,2018,0,2,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,9,2020,0,2,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,2,2015,0,0,1,0,0,1,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,8,2016,0,2,1,0,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,3,2018,0,3,1,0,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,3,2017,0,2,5,0,0,0,1,4,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,7,2019,0,7,1,0,0,0,0,1,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,11,2017,0,3,4,0,0,0,4,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,12,2017,0,1,0,0,0,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,11,2016,1,1,2,0,0,0,2,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,5,2015,0,2,1,0,0,1,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,12,2015,0,2,3,0,0,0,3,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,5,2016,0,3,3,0,1,1,1,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,1,2015,0,2,1,0,1,0,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.61,9,2015,0,2,1,0,0,1,0,0,0,0,1316,3519,1880,2019,1935.5664000000011,492309,444582,0.50101,530,185,171,3.1,42.4,3.2,100
45.49,-73.77,4,2015,0,0,2,0,0,1,1,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,1,2016,0,1,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,10,2018,0,1,1,0,1,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,9,2015,0,0,1,0,0,0,0,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,6,2018,0,3,1,0,1,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,7,2017,0,0,1,0,0,0,0,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,8,2019,0,2,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,5,2019,0,2,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,3,2016,0,0,8,0,1,3,3,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,12,2018,0,0,1,0,0,0,0,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,7,2019,0,2,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,9,2016,0,1,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,12,2015,0,0,1,0,0,0,1,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,9,2019,0,1,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,11,2015,0,0,1,0,0,0,0,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,8,2020,0,2,2,0,0,0,0,2,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,1,2019,0,2,1,0,0,0,1,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,7,2020,0,2,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,3,2015,0,0,1,0,0,1,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,1,2020,0,2,1,0,0,0,0,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,11,2018,0,1,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,2,2020,0,2,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,6,2020,0,1,1,0,0,0,0,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,4,2018,0,5,0,0,0,0,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,4,2017,0,0,6,0,1,2,2,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,7,2018,0,1,2,0,0,2,0,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,2,2017,0,0,1,0,0,0,1,0,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,3,2019,0,2,2,0,0,0,1,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,11,2019,0,1,1,0,0,0,0,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
45.49,-73.77,4,2016,0,0,3,0,0,0,2,1,0,0,42,5,1966,2001,1985.6785714285709,482660,127408,6.20302,579,242,237,2.4,40.5,2.9,285
